hotel,zip_code,numRev,Score,Cleanliness,Comfort,Facilities,Staff,Value for money,Free WiFi,Location,good Fitness Center,Daily Housekeeping,Heating,Fitness Center,Room Service,Family Rooms,Parking,Airport Shuttle,Laundry,Free WiFi.1,Air Conditioning,Pet Friendly,Elevator,Facilities for Disabled Guests,Bar,Non-smoking Rooms,Restaurant,24-Hour Front Desk,WiFi,Dist,Label
Hampton Inn Manhattan - Times Square South,10018,1092,8.2,8.4,8,7.9,8.5,7.6,8.2,8.7,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0
Tribeca Lofts,10013,36,8.1,8.4,8.1,7.4,7.9,7.4,7.5,9.2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,3.1,0
Cambria Hotel New York - Chelsea,10001,1816,8.8,8.7,8.8,8.5,9.2,8.3,9.2,9.2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1.6,0
JW Marriott Essex House New York,10019,551,7.9,8,8,7.5,8,6.5,7.1,9.3,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1150,0
Hampton Inn Manhattan-35th Street/Empire State Building,10001,1760,8.6,8.6,8.4,8.1,8.9,8,8.2,9.4,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1.3,0
Hilton Garden Inn New York Times Square South,10018,853,8.7,9,8.8,8.5,8.7,8.2,8.2,8.9,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1.1,0
Sheraton Tribeca New York Hotel,10013,2791,7.8,7.8,7.9,7.4,8.1,7.3,8.4,8.3,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,3.1,0
Wellington Hotel,10019,7288,7.7,7.8,7.5,6.9,7.6,7.2,4.2,9.1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1500,1
The London NYC,10018,1514,8.2,8.4,8.5,7.9,8.1,7.4,8.7,9.1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1800,0
Broadway Plaza Hotel,10001,764,8.5,8.8,8.5,7.9,8.8,8,7.6,9,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1.7,0
Eurostars Wall Street,10005,980,7.9,7.8,7.9,7.5,8.3,7.6,8.4,8.5,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,4.3,0
Sanctuary Hotel New York,10036,1222,8.6,8.9,8.3,8.1,9.2,7.8,8.8,9.5,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0.7,0
InterContinental New York Barclay Hotel,10017,2344,8.8,9.2,9.1,8.7,8.6,8.1,6.6,9.3,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0
Aloft Manhattan Downtown - Financial District,10038,1515,8.3,8.7,8.3,8,8.3,7.7,9,8.6,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,3.7,0
EVEN Hotel New York Times Square South,10001,1203,9,9.4,9.1,9,9.2,8.2,9.1,9.1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,1.2,0
"The Lexington, Autograph Collection",10018,2766,8.2,8.4,8.1,8,8.2,7.5,8.4,9,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0
The Mark New York,10075,321,9,9.4,9.2,9.1,9.1,7.8,8.9,9.4,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1.1,0
Studios Midtown Manhattan,10001,325,8.5,8.6,7.8,8.1,9.1,8.1,9.3,9.4,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1.5,0
Hilton Times Square,10036,1956,8.5,8.7,8.7,8.3,8.3,7.7,5.9,9.2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0.9,0
Holiday Inn Express New York City Chelsea,10001,2934,8.1,8.3,7.7,7.6,8.4,7.5,8.6,8.7,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1.5,0
Oakwood at the Nash,10016,428,8.8,8.8,8.9,8.8,8.5,8.6,9.2,9.1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1.5,0
Andaz Wall Street-a concept by Hyatt,10005,558,8.7,8.7,8.8,8.6,8.9,8.3,8.9,8.8,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,4.3,0
Room Mate Grace Boutique Hotel,10036,2001,8.7,8.8,8.5,8.4,9.1,8,8.7,9.6,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0.8,0
DoubleTree by Hilton NYC - Financial District,10004,3976,7.9,8,7.9,7.4,8.1,7.4,8.5,8.4,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,4.3,0
Big 3 BDR Apt Times Square 9th Ave,10018,27,8.1,7.8,7.9,7.7,8.4,7.5,9.1,9,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
East Village Hotel,10003,904,8,7.8,7.8,7.6,8.1,7.7,9.1,9,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2.8,0
The Smyth,10007,394,8.5,9,8.7,8.2,8.6,7.7,9,9,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,3.7,0
The James New York - NoMad,10016,514,8.2,8.4,8.4,7.7,8.3,7.7,8.6,8.9,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1.6,0
Conrad New York,10282,1078,9.1,9.5,9.4,9.1,8.9,8.4,9,9.1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,3.7,0
La Quinta Inn & Suites Manhattan,10001,6434,8,8.3,7.8,7.5,7.9,7.5,8.6,8.9,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1.5,0
Four Points by Sheraton Manhattan SoHo Village,10014,1368,8.1,8.2,7.9,7.6,8.7,7.6,8.7,8.6,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,3.1,0
Residence Inn by Marriott New York Downtown Manhattan/World Trade Center Area,10007,1380,8.8,8.9,8.9,8.6,8.9,8.1,8.8,9.2,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,3.7,0
Kimpton Ink48 Hotel,10036,800,8.7,9.2,9,8.8,9,8.1,8,8.4,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0.8,0
Hilton Garden Inn West 35th Street,10001,1985,8.6,8.7,8.5,8.2,8.7,8,8.4,9.4,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1.3,0
Hilton New York Fashion District,10001,1216,8.2,8.5,8.2,7.9,8.3,7.5,8.3,8.8,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1.7,0
Leon Hotel,10002,1390,8.3,8.7,8.5,7.8,8.6,8.1,7.2,8.3,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,3.1,0
Kimpton Hotel Eventi,10001,827,8.7,9,8.9,8.7,8.8,7.9,8.3,9.1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1.5,0
INNSIDE by Melià New York Nomad,10001,1405,8.6,8.7,8.6,8.5,8.8,7.8,8.7,9,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1.6,0
The Hotel at Times Square,10036,7343,7.9,7.9,7.8,7.5,7.6,7.6,8.5,9.2,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0.8,0
AKA United Nations,10017,135,9.2,9.3,9.5,9.3,9.4,8.4,9.5,9.3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1.2,0
Hilton Garden Inn New York/Manhattan-Chelsea,10001,1111,8.3,8.5,8.1,7.9,8.6,7.7,7.6,9,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1.6,0
Staybridge Suites - Times Square - New York City,10018,2691,8.2,8.1,8.1,7.9,8.4,7.6,8,8.8,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0
Viceroy Central Park New York,10019,1349,7.9,8.2,7.8,7.4,8.3,6.9,7.3,9,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1650,0
The Iroquois New York,10036,692,8.9,9.2,8.7,8.4,9.2,8,8.8,9.6,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0.9,0
Hotel 48LEX New York,10017,759,8.4,8.5,8.6,8,8.6,7.5,8.6,9.1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0
Moderne Hotel,10019,735,8.6,8.6,8.2,7.9,9.1,8.1,8.9,9.5,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1150,0
Hilton Garden Inn Times Square,10019,1928,8.3,8.5,8.4,7.8,8.2,7.6,8.4,9.2,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,2950,0
Gramercy Park Hotel,10010,319,8.4,8.9,8.7,8.4,8.3,7.3,8.2,9.1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,2.1,0
Crosby Street Hotel,10012,232,9.4,9.8,9.7,9.5,9.5,8.1,9.4,9.7,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,3.1,0
Hilton Garden Inn Times Square Central,10036,1448,8.3,8.5,8.3,8,8.1,7.6,8.6,9.3,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0.9,0
The Kimpton Muse Hotel,10036,897,8.9,9.2,8.9,8.6,9,8,7.3,9.4,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0.7,0
Hampton Inn Manhattan-Times Square North,10019,1676,8.2,8.2,8.2,7.9,8.3,7.6,8.1,9.1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,2150,0
Hilton Garden Inn New York Manhattan Midtown East,10022,926,8.4,8.7,8.4,8.1,8.7,7.9,8.3,8.8,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0
Mondrian Park Avenue,10016,268,8.8,9.2,8.9,8.5,9.1,8.2,9.1,9.1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1.6,0
Hampton Inn Manhattan/Downtown- Financial District,10004,704,8.3,8.7,8.2,8,8.5,7.8,7.9,8.5,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,4.3,0
Hilton Garden Inn New York/Tribeca,10013,612,8.2,8.4,8,7.9,8.5,7.7,7.8,8.8,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,3.1,0
The Gregory,10001,2155,7.9,8,7.8,7.3,8.1,7.2,7.4,9,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1.3,0
Crowne Plaza HY36 Midtown Manhattan,10018,348,8.7,9.2,8.9,8.6,8.9,7.9,8.7,8.9,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1.2,0
Hotel 32 32,10016,1275,8,8.2,7.9,7.6,8.3,7.3,8.1,8.7,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1.5,0
Residence Inn by Marriott New York Manhattan/ Midtown Eastside,10017,874,8.8,9.1,8.9,8.7,9,8.2,8.5,9.2,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1.1,0
Hampton Inn Manhattan Chelsea,10011,781,8.6,8.8,8.5,8.3,8.9,8.2,8.6,9,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1.8,0
Hampton Inn Times Square Central,10036,2443,8.8,9,8.8,8.5,9,8.2,8.5,9.5,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0.9,0
Bentley Hotel,10065,1507,7.8,8.1,7.8,7.3,8.2,7.3,4.4,7.7,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1.4,0
Madison LES Hotel,10002,6,8.6,8.3,8.8,8.3,9.2,7.9,8.8,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,3.7,2
The Watson Hotel,10019,8697,7.8,7.8,7.7,7.4,7.8,7.5,7.7,8.5,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1650,1
DoubleTree by Hilton Metropolitan New York City,10022,4065,7.8,8,7.8,7.3,7.6,7.2,7.9,8.8,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1
East Village Apartments,10003,92,9.5,9.8,9.4,9.7,9.9,8.7,9.5,9.3,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,3,0
Q&A Residential Hotel,10005,466,9.1,9.1,9.4,9.2,9,8.6,9.1,9.1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,4.3,0
DoubleTree by Hilton - Chelsea,10001,1544,7.9,7.9,7.7,7.3,8.4,7.4,8.1,8.6,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1.6,0
Holiday Inn Express - Times Square,10018,2404,7.8,7.9,7.5,7.3,8.2,7.2,8.4,8.6,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1
Sheraton New York Times Square Hotel,10018,1873,7.6,7.8,7.5,7.3,7.5,6.6,5.1,8.9,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,2150,1
The Gotham Hotel,10017,643,8.1,7.9,8.1,7.5,8.5,7.2,8,9.1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0.9,0
Hotel Edison Times Square,10036,13138,7.5,7.7,7.2,6.8,7.7,6.8,4.9,9.2,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0.7,1
Hotel Belleclaire,10024,2891,7.8,8,7.5,7.2,8.4,7.2,7.5,8.7,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
"Hampton Inn Manhattan-SoHo, NY",10013,2445,7.9,8,7.8,7.6,8.1,7.5,8.3,8.5,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,3.1,0
Dream Downtown,10011,1575,7.8,8.1,7.6,7.8,7.7,6.7,7.7,8.8,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,2.1,1
Wingate by Wyndham Manhattan Midtown,10001,1462,7.6,7.4,7.5,7.1,7.4,7.1,7,8.8,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1.2,1
Cassa Hotel Times Square,10018,3892,8.1,8.1,8.1,7.7,8.9,7.4,8.7,8.4,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1.1,0
Shoreham Hotel,10019,1529,7.5,7.7,7,6.7,8,6.8,3.8,9.1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,2600,1
Today House - Times Square North,10019,21,9.3,9.1,9.1,9.2,9.2,9.1,7.5,10,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,2600,0
Tiffini,10027,126,8.8,9,8.7,8.5,9.4,8.6,9.5,8.6,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,3.1,0
Your Home in Harlem,10027,149,8.9,9.2,9.1,8.8,9.5,8.9,9.1,8.2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,3.1,0
Dylan Hotel NYC,10017,1487,7.9,7.9,7.8,7.4,8.1,7.5,8.6,9,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1.1,0
Empire Hotel,10023,3407,7.5,7.6,7.2,6.9,7.8,6.8,5,8.9,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1300,1
Home NYC,10026,101,9.7,9.8,9.9,9.9,9.9,9.6,10,9.3,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,3,0
Private Room in Time Square,10036,68,9,8.8,8.2,8.6,9.6,8.8,9.6,9.8,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0.8,0
Millennium Broadway Times Square,10036,3536,7.8,7.6,7.7,7.3,7.9,7,7.9,9.2,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0.8,1
Midtown East Deluxe 2 Bedroom Apartment,10022,21,7.5,7.8,7.8,7,7.3,6.6,7.5,8.7,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1.2,1
The Gatsby Hotel,10002,95,7.7,8,7.2,7,8.5,7.1,7.7,8.6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,3.1,1
Hotel Central Fifth Avenue,10036,1850,7.6,7.7,7.1,6.8,7.7,7.1,8.6,9.2,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0.9,1
Cachet Boutique Hotel NYC,10036,1318,7.9,8.1,7.9,7.6,8.1,7.3,8,8.6,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
La Quinta Inn & Suites New York City Central Park,10023,3015,7.5,7.8,6.7,6.9,8.2,6.9,8.3,8.8,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0.6,1
Beautiful Manhattan Apartment,10128,15,7.7,7.7,7.2,7.5,8.8,6.8,8.3,4,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,2,2
Fairfield Inn & Suites by Marriott New York Manhattan/Fifth Avenue,10018,1403,8.4,8.5,8,7.9,8.8,7.8,8.7,9.3,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1.2,0
Holiday Inn Manhattan 6th Ave - Chelsea,10001,2190,7.6,7.8,7.3,7.1,8.1,7.1,7.9,8.4,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1.7,1
The Hotel @ New York City,10016,3852,7.5,7.7,7.6,7,7.3,7.3,6.9,8.3,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1.7,1
"Perfect 3 BR, Midtown East, Doorman Apt",10022,14,7.2,7.7,6.8,6.8,7.2,7,7.5,8,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1.1,1
"Hudson New York, Central Park",10019,9620,7.2,7.4,6.5,6.8,7.5,6.3,7.8,8.7,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1000,1
Washington Jefferson at Times Square,10019,1317,7.7,7.9,6.9,6.8,8.5,6.8,7.6,9,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,2300,1
Heritage Hotel New York City,10010,3316,7.2,7.2,6.7,6.5,7.5,6.7,7.6,8.6,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1.8,1
Solita Soho Hotel,10013,669,7.7,7.8,7.3,7,8.3,7.4,8.6,8.7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,3.1,1
The Gallivant Times Square,10036,6556,7.2,7.2,6.9,6.6,7.1,6.6,7.7,9.1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,3100,1
Concorde Hotel New York,10022,77,9.2,9.5,9.2,8.6,9.5,8.8,8.3,9.4,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0.8,0
Times Square Lux Highrise,10036,104,7,6.9,7.1,7.1,6.7,6.3,8.8,8,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
Days Inn by Wyndham Hotel New York City-Broadway,10025,5582,6.8,6.6,6.4,6.1,7.3,6.3,6.7,7.8,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1.8,1
Westgate New York City,10017,1438,7.5,7.7,7.5,7,7.6,6.9,5.7,8.3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1.4,1
Midtown East Spacious Apartment,10022,53,6.5,5.8,5.8,5.8,6.4,6.3,9,8.6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1.1,1
Amsterdam Court Hotel,10019,1861,7.3,7,6.6,6.3,8,6.7,4.9,9.1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,2600,1
Hotel Stanford NYC,10001,2962,8,8,7.6,7.2,8.2,7.5,6.7,9.2,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0,1.4,0
Night Hotel Times Square,10036,2946,7.5,7.7,6.7,6.9,8,6.8,8.2,9.2,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0.7,1
Spacious Apartment in Prime Location,10024,22,7.6,7.3,7.6,7.5,7.6,7.6,10,8.2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1.3,1
DoubleTree by Hilton New York Times Square South,10018,1533,7.4,7.5,7.1,6.9,8,6.7,7.9,8,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1.2,1
Hotel Marrakech,10025,3182,6.8,6.7,6.2,6,7.8,6.4,6.9,7.8,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,2.3,1
The Ludlow Hotel,10002,1568,9.1,9.5,9.2,9.1,9.1,8.3,9.5,9.3,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,3.1,0
The Quin,10019,1771,8.8,9,8.8,8.5,9.1,7.8,9.1,9.5,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1800,0
The Marlton Hotel,10011,1359,8.7,9.2,8.4,8.4,8.9,7.8,9.2,9.5,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,2.6,0
FiDi 3bed/2baths,10038,5,8.2,8.5,7.5,8.5,8.5,7,9,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,3.7,2
Hotel Beacon,10023,3175,8.8,8.9,9,8.6,8.8,8.3,9,9.4,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0.9,0
Beautiful apartment next to Central Park,10024,34,7.2,6.5,7.4,7,7.2,6.6,9.2,8.6,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1.3,1
The Pearl Hotel,10019,1587,9,9.2,8.9,8.7,9.2,8,9,9.6,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,2800,0
Soho Grand Hotel,10013,1949,8.5,8.7,8.5,8.3,8.7,7.7,8.4,9.3,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,3.1,0
Oakwood Aurora Midtown East,10016,6,8.6,8.8,9.6,9.2,7.9,7.5,8.8,2,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1.5,2
The Wagner Hotel,10004,122,9.3,9.6,9.5,9.1,9.5,8.6,7.9,9.5,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,4.3,0
Washington Square Hotel,10011,1578,8.6,8.8,8.3,8.1,9,7.9,8.9,9.6,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,2.6,0
Carnegie Hotel,10019,1226,8.9,9.4,8.8,8.5,9.1,8.1,9,9.6,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1500,0
Pod 39,10016,7718,8.2,8.7,7.5,7.8,8.3,7.6,8.7,9.1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1.3,0
Murray Hill East Suites,10016,39,8.7,7.9,8.6,8.1,9.4,8.4,7.7,9.6,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1.3,0
YOTEL New York Times Square,10036,2706,8.3,8.5,8.2,8.1,8.3,7.7,8.8,8.8,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0
The Manhattan Club,10019,650,8.5,8.6,8.5,8.1,8.3,7.8,8.6,9.4,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1150,0
Luxury Suites in Murray Hill,10016,17,8.3,8.5,8.2,8,7.8,8.1,10,9,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1.6,0
The Knickerbocker,10036,2319,8.8,9,9.1,8.7,8.8,7.8,9.2,9.5,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0.9,0
Pod Times Square,10036,3907,8.7,9.1,8.3,8.3,8.9,8.2,8.9,9.4,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0.9,0
3 BEDROOM 1 BATHROOM TIMES SQUARE D,10019,29,8.2,7.9,7.8,7.8,8.3,8.3,8.8,9.3,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,2300,0
Studio Plus - Midtown Spacious Apartment,10001,27,7.4,7.1,7,7.3,7.5,6.8,8.3,8.3,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1.5,1
Excelsior Hotel,10024,1114,8.4,8.7,8.5,8,8.3,7.9,5.4,9.2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1.1,0
Royalton Park Avenue,10016,1119,8.7,9,9,8.7,8.7,7.8,8.8,9,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1.7,0
Embassy Suites By Hilton New York Midtown Manhattan,10018,145,8.4,8.4,8.5,8.2,8.1,7.7,8.2,9.3,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1.2,0
The Bowery Hotel,10003,763,9.1,9.4,9.3,9,9.4,8.1,9.5,9.4,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,3,0
W New York - Times Square,10036,1748,7.9,8,7.9,7.6,8,6.8,6.2,9.1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0.7,0
Best Western Plus Hospitality House Suites,10022,602,8.5,8.6,8.4,8,8.8,8,8.7,9.1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0
Hilton Garden Inn New York/Midtown Park Avenue,10016,2304,8.6,8.9,8.4,8.2,8.7,7.9,8.4,9.1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1.5,0
"NYC Charmer, Central Park/Lincoln Center",10023,5,9.7,9,9.5,9.5,10,10,10,4,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,2600,2
Harlem Grand,10027,24,8.5,9,8.6,7.8,8.7,8.2,7.5,8.7,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,3.1,0
Hamilton Heights Lovely Apartments,10031,46,7.1,7.2,7.3,7,7.6,6.8,8.5,6.6,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,3.7,1
The Skyline Hotel New York,10019,930,8,8.1,8.1,7.6,8.1,7.6,4.1,8.5,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0.6,0
Baccarat Hotel and Residences New York,10019,272,9.3,9.6,9.5,9.4,9.3,8.2,9.5,9.7,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,2950,0
The French Quarters,10036,1682,9.2,9.4,9.1,9,9.5,8.7,9.2,9.6,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0.7,0
